,Artist,Genres,Songs,Popularity,Link
1925,Needtobreathe,"['Alternative Rock', ' Rock']",105.0,0.2,/needtobreathe/
1926,Eagle-Eye Cherry,['Rock'],67.0,3.0,/eagle-eye-cherry/
1927,Ben's Brother,"['Rock', 'Romantic', ' Pop/Rock']",18.0,0.0,/bens-brother/
1928,O.A.R.,"['Rock', ' Pop/Rock', ' Pop']",104.0,0.0,/oar/
1929,O Surto,"['Rock', 'Alternative Rock', ' Punk Rock']",33.0,0.0,/o-surto/
1930,Michelle Branch,"['Rock', ' Pop/Rock', ' Pop']",77.0,0.0,/michelle-branch/
1931,Cliff Richard,['Rock'],280.0,0.2,/cliff-richard/
1932,Grand Funk Railroad,['Rock'],112.0,0.0,/grand-funk-railroad/
1933,Meredith Brooks,"['Rock', ' Pop/Rock', ' Reggae']",59.0,0.0,/meredith-brooks/
1934,Ryan Adams,['Rock'],231.0,0.0,/ryan-adams/
1935,Hinder,"['Rock', ' Hard Rock', ' Pop/Rock']",45.0,0.0,/hinder/
1936,Badfinger,['Rock'],120.0,0.0,/badfinger/
1937,Stray Cats,"['Rockabilly', ' Rock', ' Blues']",97.0,0.0,/stray-cats/
1938,Jerry Lee Lewis,"['Rockabilly', ' Rock']",178.0,0.0,/jerry-lee-lewis/
1939,Pat Benatar,['Rock'],130.0,0.0,/pat-benatar/
1940,Autoramas,['Rock'],74.0,0.0,/autoramas/
1941,Poets Of The Fall,"['Rock', 'Alternative Rock', ' Pop/Rock']",88.0,0.0,/poets-of-the-fall/
1942,WWE,"['Rock', ' Hip Hop', ' Pop/Rock']",140.0,0.0,/wwe/
1943,Scott Stapp,['Rock'],40.0,0.0,/scott-stapp/
1944,Marcelo Nova,['Rock'],61.0,0.0,/marcelo-nova/
1945,Theory Of A Deadman,"['Rock', 'Alternative Rock', ' Grunge']",97.0,0.0,/theory-of-a-deadman/
1946,Buddy Holly,"['Rock', ' Rockabilly', ' Country']",56.0,0.0,/buddy-holly/
1947,Bill Haley & His Comets,"['Rockabilly', ' Rock', ' Blues']",22.0,0.0,/bill-haley-his-comets/
1948,Smith/Kotzen,['Rock'],10.0,0.0,/smith-kotzen/
1949,Scars On Broadway,['Rock'],26.0,0.0,/scars-on-broadway/
1950,Steven Tyler,['Rock'],24.0,0.0,/steven-tyler/
1951,Faces,['Rock'],45.0,0.1,/faces/
1952,The Red Jumpsuit Apparatus,"['Rock', ' Hardcore', ' Punk Rock']",84.0,0.0,/the-red-jumpsuit-apparatus/
1953,Anberlin,"['Rock', 'Alternative Rock']",99.0,0.0,/anberlin/
1954,Tori Amos,['Rock'],291.0,0.0,/tori-amos/
1955,Sixx: A.M.,"['Rock', ' Hard Rock', ' Heavy Metal']",59.0,0.0,/sixx-a-m/
1956,Chantal Kreviazuk,"['Rock', 'Romantic', ' Folk']",73.0,0.0,/chantal-kreviazuk/
1957,The Trashmen,"['Rock', ' Surf Music']",6.0,0.0,/the-trashmen/
1958,Everclear,"['Alternative Rock', ' Rock', ' Pop/Punk']",133.0,0.0,/everclear/
1959,Ted Nugent,['Rock'],57.0,0.0,/ted-nugent/
1960,Marianne Faithfull,['Rock'],248.0,0.0,/marianne-faithfull/
1961,Wolfmother,"['Rock', ' Hard Rock', 'Alternative Rock']",33.0,0.0,/wolfmother/
1962,The Lemonheads,"['Rock', 'Alternative Rock', ' Grunge']",125.0,0.0,/the-lemonheads/
1963,Johnny Winter,"['Rock', ' Blues']",108.0,0.0,/johnny-winter/
1964,Warren Zevon,['Rock'],147.0,0.0,/warren-zevon/
1965,Steve Earle,"['Rock', ' Folk', ' Country']",239.0,0.0,/steve-earle/
1966,The Donnas,"['Rock', ' Hard Rock', ' Punk Rock']",124.0,0.0,/the-donnas/
1967,Moptop,"['Rock', ' Indie', ' Pop/Rock']",31.0,0.0,/moptop/
1968,Sublime With Rome,"['Ska', ' Rock', ' Reggae']",14.0,0.0,/sublime-with-rome/
1969,Small Faces,['Rock'],45.0,0.0,/small-faces/
1970,Michael Kiske,"['Rock', ' Hard Rock', ' Heavy Metal']",52.0,0.0,/michael-kiske/
1971,Carbona,"['Rock', ' Punk Rock', ' Pop/Punk']",125.0,0.0,/carbona/
1972,Juliette Lewis (and The Licks),"['Rock', ' Indie', ' Punk Rock']",41.0,0.0,/juliette-lewis-and-the-licks/
1973,Adrian Suirady,['Rock'],21.0,0.0,/adrian-suirady/
1974,Leela,['Rock'],49.0,0.0,/leela/
1975,Low,"['Alternative Rock', ' Rock']",145.0,0.0,/low/
1976,Crazy Horse,['Rock'],3.0,0.0,/crazy-horse/
1977,Beady Eye,"['Rock', ' Indie', 'Alternative Rock']",33.0,0.0,/beady-eye/
1978,The Vines,"['Rock', ' Indie', ' Grunge']",84.0,0.0,/the-vines/
1979,Joe Perry Project,"['Rock', ' Hard Rock']",45.0,0.0,/joe-perry-project/
1980,Eddie Cochran,"['Rockabilly', ' Rock']",26.0,0.0,/eddie-cochran/
1981,Andrew W.K.,"['Rock', ' Punk Rock', ' Hardcore']",31.0,0.0,/andrew-w-k/
1982,"The Good, The Bad & The Queen",['Rock'],23.0,0.0,/the-good-the-bad-the-queen/
1983,Falling Up,"['Rock', 'Gospel', ' Pop/Rock']",62.0,0.0,/falling-up/
1984,The Monks,['Rock'],12.0,0.0,/monks/
1985,Cage The Elephant,"['Alternative Rock', ' Indie', ' Rock']",70.0,1.8,/cage-the-elephant/
1986,Travis,"['Alternative Rock', ' Rock']",162.0,1.0,/travis/
1987,Pixies,['Alternative Rock'],130.0,1.0,/pixies/
1988,Morphine,"['Alternative Rock', ' Blues', ' Hardcore']",56.0,0.0,/morphine/
1989,The Church,"['Alternative Rock', 'Progressive Music']",198.0,0.0,/the-church/
1990,Sunset Sons,['Alternative Rock'],14.0,0.0,/sunset-sons/
1991,Beatrix,"['Alternative Rock', ' Rock', ' Pop/Rock']",25.0,0.0,/beatrix/
1992,Sleater-Kinney,['Alternative Rock'],128.0,0.0,/sleater-kinney/
1993,Roy Orbison,['Rockabilly'],441.0,3.3,/roy-orbison/
1994,Shakin' Stevens,['Rockabilly'],59.0,0.0,/shakin-stevens/
1995,The Everly Brothers,['Rockabilly'],54.0,0.0,/the-everly-brothers/
1996,Imelda May,['Rockabilly'],26.0,0.0,/imelda-may/
1997,Rocky Burnette,"['Rockabilly', ' Rock']",1.0,0.0,/rocky-burnette/
1998,Carl Perkins,['Rockabilly'],29.0,0.0,/carl-perkins/
1999,Gene Vincent,"['Rockabilly', ' Rock', ' Country']",55.0,0.0,/gene-vincent/
2000,The Baseballs,"['Rockabilly', ' Rock', 'Alternative Rock']",52.0,0.0,/the-baseballs/
2001,James Intveld,['Rockabilly'],28.0,0.0,/james-intveld/
2002,Ronnie Self,['Rockabilly'],5.0,0.0,/ronnie-self/
2003,Sam Smith,"['Romantic', ' Pop']",76.0,20.7,/sam-smith/
2004,Lionel Richie,"['Soul', 'Romantic', ' Pop']",121.0,14.9,/lionel-richie/
2005,Carla Bruni,['Romantic'],76.0,8.4,/carla-bruni/
2006,Air Supply,['Romantic'],204.0,4.3,/air-supply/
2007,Michael Bolton,['Romantic'],224.0,3.6,/michael-bolton/
2008,Luis Miguel,['Romantic'],245.0,2.6,/luis-miguel/
2009,Eros Ramazzotti,['Romantic'],262.0,2.6,/eros-ramazzotti/
2010,Julio Iglesias,['Romantic'],387.0,2.3,/julio-iglesias/
2011,Lara Fabian,"['Romantic', 'Soundtack']",183.0,2.7,/lara-fabian/
2012,Agnaldo Timóteo,['Romantic'],450.0,1.4,/agnaldo-timoteo/
2013,Barry Manilow,['Romantic'],330.0,0.0,/barry-manilow/
2014,Paulo Sérgio,['Romantic'],197.0,1.0,/paulo-sergio/
2015,Um Amor Para Recordar (trilha sonora),"['Soundtack', 'Romantic', ' Instrumental']",13.0,0.0,/um-amor-para-recordar/
2016,Fina Estampa (novela),"['Romantic', 'Soundtack']",34.0,1.3,/fina-estampa-novela/
2017,Viver A Vida (novela),"['Soundtack', 'Romantic', ' Pop']",35.0,0.0,/viver-a-vida-novela/
2018,Ti Ti Ti (novela),"['Soundtack', 'Romantic']",62.0,1.4,/tititi/
2019,Hélène Segara,['Romantic'],99.0,0.0,/helene/
2020,Goldfinger,['Ska'],125.0,0.0,/goldfinger/
2021,Reel Big Fish,"['Ska', ' Punk Rock']",110.0,0.0,/reel-big-fish/
2022,Athena (Turquia),"['Ska', ' Rock']",31.0,0.0,/athena/
2023,Fishbone,"['Ska', ' Funk']",100.0,0.0,/fishbone/
2024,The Beat,['Ska'],46.0,0.0,/the-english-beat/
2025,Bad Manners,['Ska'],9.0,0.0,/bad-manners/
2026,Chris de Burgh,['Soft Rock'],188.0,4.2,/chris-de-burgh/
2027,Foreigner,['Soft Rock'],106.0,3.5,/foreigner/
2028,The Carpenters,['Soft Rock'],210.0,2.0,/the-carpenters/
2029,James Taylor,['Soft Rock'],244.0,2.3,/james-taylor/
2030,Chicago,['Soft Rock'],285.0,2.3,/chicago/
2031,America,"['Soft Rock', ' Rock', ' Folk']",217.0,1.0,/america/
2032,Corinne Bailey Rae,"['Soul', ' Pop']",57.0,4.0,/corinne-bailey-rae/
2033,Cee Lo Green,['Soul'],115.0,0.0,/cee-lo/
2034,Smokey Robinson,['Soul'],70.0,0.3,/smokey-robinson-miracles/
2035,Billy Paul,['Soul'],24.0,1.0,/billy-paul/
2036,Donny Hathaway,"['Soul', ' Blues']",17.0,0.0,/hathaway-donny/
2037,Ben L'oncle Soul,"['Soul', ' Jazz', ' Blues']",24.0,0.0,/ben-loncle-soul/
2038,War,"['Soul', ' Funk', ' Rock']",24.0,0.0,/war/
2039,Janelle Monáe,"['Soul', ' R&B', ' Blues']",84.0,0.0,/janelle-monae/
2040,Luther Vandross,"['Soul', ' R&B']",162.0,0.0,/luther-vandross/
2041,Fernanda Abreu,['Soul'],97.0,0.0,/fernanda-abreu/
2042,Spinners,"['Soul', 'Romantic']",14.0,0.0,/spinners/
2043,Hyldon,['Soul'],45.0,0.0,/hyldon/
2044,Aaron Neville,"['Soul', 'Romantic']",135.0,0.0,/aaron-neville/
2045,Candi Staton,"['Soul', ' Disco']",13.0,0.0,/candi-staton/
2046,Mayer Hawthorne,['Soul'],66.0,0.0,/mayer-hawthorne/
2047,Cameo,"['Soul', ' Funk', ' Disco']",14.0,0.0,/cameo/
2048,Ida Corr,"['Soul', ' Electronica', ' Dance']",8.0,0.0,/ida-corr/
2049,Raphael Saadiq,['Soul'],76.0,0.0,/raphael-saadiq/
2050,Mavis Staples,"['Soul', ' Blues']",24.0,0.0,/mavis-staples/
2051,The Dells,['Soul'],5.0,0.0,/the-dells/
2052,Donavon Frankenreiter,"['Surf Music', ' Soft Rock', ' Folk']",53.0,1.0,/donavon-frankesnreiter/
2053,The Beautiful Girls,"['Surf Music', ' Folk', ' Reggae']",56.0,0.0,/the-beautiful-girls/
2054,Rub,"['Surf Music', ' Reggae']",26.0,0.0,/rub/
2055,Alphaville,['Technopop'],142.0,4.4,/alphaville/
2056,Secret Service,['Technopop'],27.0,0.0,/secret-service/
2057,Soft Cell,['Technopop'],49.0,0.0,/soft-cell/
2058,Bronski Beat,"['Technopop', ' Dance', ' New Age']",25.0,0.0,/bronski-beat/
2059,Scooter,['Technopop'],119.0,0.0,/scooter/
2060,Orchestral Manoeuvres In The Dark,"['Technopop', ' Rock']",113.0,0.0,/orchestral-manoeuvres-in-the-dark-o-m-d/
2061,La Roux,"['Technopop', ' Electronica']",35.0,0.0,/la-roux/
2062,Ultravox,"['Technopop', ' Rock', ' Pop']",72.0,0.0,/ultravox/
2063,Justice,"['Technopop', ' Electronica', ' Indie']",36.0,0.0,/justice/
2064,Marc Almond,['Technopop'],199.0,0.0,/marc-almond/
2065,Lime,"['Technopop', ' Disco', ' Dance']",2.0,0.0,/lime/
2066,Dash Berlin,['Trance'],21.0,0.0,/dash-berlin/
2067,Fragma,"['Trance', ' Dance', ' Electronica']",28.0,0.0,/fragma/
2068,Andain,"['Trance', 'Technopop', ' Pop']",9.0,0.0,/andain/
2069,Astrix,"['Trance', ' Electronica', 'Psychedelic music']",9.0,0.0,/astrix/
2070,Kyau & Albert,"['Trance', ' Electronica']",11.0,0.0,/kyau-vs-albert/
2071,Oceanlab,"['Trance', ' Electronica']",16.0,0.0,/oceanlab/
2072,Mudança de Hábito (Trilha Sonora),['Soundtack'],28.0,5.1,/sister-act/
2073,Guardiões Da Galáxia (Trilha Sonora),['Soundtack'],27.0,1.9,/guardioes-da-galaxia-trilha-sonora/
2074,Shrek,['Soundtack'],51.0,3.3,/shrek/
2075,Big Brother Brasil,['Soundtack'],21.0,2.2,/bbb/
2076,Friends,['Soundtack'],77.0,3.8,/friends/
2077,Frozen (Trilha Sonora),['Soundtack'],61.0,2.3,/frozen-trilha-sonora/
2078,Shingeki no Kyojin,['Soundtack'],20.0,1.7,/shingeki-no-kyojin/
2079,Como Eu Era Antes de Você,['Soundtack'],7.0,1.5,/como-eu-era-antes-de-voce/
2080,Caminho das Índias (novela),['Soundtack'],49.0,1.3,/caminho-das-indias-novela/
2081,Grease,['Soundtack'],42.0,1.3,/grease/
2082,Piratas do Caribe,['Soundtack'],61.0,1.3,/piratas-do-caribe/
2083,Moulin Rouge (Trilha-Sonora),"['Soundtack', 'Classic', 'Romantic']",22.0,0.0,/moulin-rouge-soundtrack/
2084,Duas Caras (novela),"['Soundtack', 'Romantic']",41.0,0.0,/duas-caras-novela/
2085,Looney Tunes Songs,['Soundtack'],43.0,0.0,/looney-tunes-songs/
2086,Madagascar,"['Soundtack', ""Children's music"", ' Dance']",18.0,0.0,/madagascar/
2087,If I Stay (Se Eu Ficar),"['Soundtack', ' Pop', ' Folk']",7.0,0.0,/if-i-stay-se-eu-ficar/
2088,Valente (Brave),"['Soundtack', ""Children's music""]",23.0,0.0,/valente-brave/
2089,Gossip Girl (trilha sonora),"['Soundtack', ' Pop', ' Pop/Rock']",41.0,0.0,/gossip-girl/
2090,Teen Beach Movie,"['Soundtack', ' Pop', ' Pop/Rock']",24.0,0.0,/teen-beach-moviefilme/
2091,A Princesa e O Sapo,"['Soundtack', ""Children's music"", ' Jazz']",21.0,1.0,/a-princesa-e-o-sapo/
2092,Smallville,"['Soundtack', ' Pop/Rock', ' Rock']",35.0,0.0,/smallville/
2093,Encantada (Disney),"['Soundtack', 'Romantic', ""Children's music""]",21.0,1.0,/encantada/
2094,A Culpa é das Estrelas,"['Soundtack', 'Romantic', ' Pop']",16.0,1.0,/a-culpa-e-das-estrelas/
2095,Jogos Vorazes,"['Soundtack', ' Pop/Rock', ' Indie']",49.0,1.0,/the-hunger-games-jogos-vorazes/
2096,Belíssima (novela),"['Soundtack', 'Classic', ' Dance']",15.0,0.0,/belissima-internacional/
2097,Transformers,"['Soundtack', ' Rock', ' Pop/Rock']",30.0,0.0,/transformes/
2098,As Crônicas de Nárnia,"['Soundtack', ' Pop/Rock', 'Gospel']",82.0,0.0,/as-cronicas-de-narnia/
2099,C.s.i.,"['Soundtack', ' Hardcore', 'Classic']",4.0,0.0,/c-s-i/
2100,I love Paraisópolis,"['Soundtack', ' Funk', 'Brazilian Funk']",28.0,0.0,/i-love-paraisopolis/
2101,Noiva Cadáver (Trilha Sonora),"['Soundtack', 'Gothic Rock', 'Romantic']",7.0,0.0,/noiva-cadaver-trilha-sonora-11/
2102,Lemonade Mouth,"['Soundtack', ' Pop/Rock', ' Pop']",10.0,0.0,/lemonade-mouth/
2103,Detona Ralph (Trilha Sonora),['Soundtack'],9.0,0.0,/detona-ralph-trilha-sonora/
2104,Pretty Little Liars,['Soundtack'],55.0,0.0,/pretty-little-liars/
2105,Tropa de Elite (filme),"['Soundtack', ' Funk', ' Rap']",14.0,0.0,/tropa-de-elite-filme/
2106,Muppets,['Soundtack'],146.0,0.0,/muppets/
2107,The Sopranos,['Soundtack'],1.0,0.0,/the-sopranos/
2108,Queen Of The Damned (trilha-sonora),"['Soundtack', ' Heavy Metal', ' Rock']",6.0,0.0,/queen-of-the-damned-a-rainha-dos-condenados/
2109,Icarly,"['Soundtack', ' Pop', ' Dance']",22.0,0.0,/icarly/
2110,Guitar Hero,"['Soundtack', ' Rock', ' Punk Rock']",84.0,0.0,/guitar-hero-iii/
2111,High School Band (bandslam),"['Soundtack', ' Pop/Rock', ' Pop/Punk']",10.0,0.0,/high-school-band-bandslam/
2112,The Rocky Horror Show,['Soundtack'],17.0,0.0,/rocky-horror/
2113,Pro Evolution Soccer (winning Eleven),"['Soundtack', ' Electronica', ' Dance']",15.0,0.0,/pro-evolution-soccer-winning-eleven/
2114,Caras & Bocas,"['Soundtack', 'Romantic', ' Pop']",24.0,0.0,/caras-e-bocas/
2115,Os Padrinhos Mágicos,"['Soundtack', ' House', ""Children's music""]",17.0,0.0,/os-pdrinhos-magicos/
2116,Notre Dame de Paris (Musical),['Soundtack'],56.0,0.0,/notre-dame-de-paris-musical/
2117,10 Things I Hate About You,"['Soundtack', 'Alternative Rock', 'Romantic']",18.0,0.0,/10-things-i-hate-about-you/
2118,Os Delírios de Consumo de Becky Bloom,"['Soundtack', ' Electronica']",3.0,0.0,/confessions-of-shopaholic-sountrack/
2119,Os Vingadores,"['Soundtack', ' Hard Rock', ' Heavy Metal']",10.0,0.0,/os-vingadores/
2120,Step Up (Trilha Sonora),"['Soundtack', ' Hip Hop', ' Dance']",6.0,0.0,/step-up-filme/
2121,"Bela, A Feia","['Soundtack', 'Romantic', ' Electronica']",10.0,0.0,/bela-a-feia/
2122,"Priscilla, a Rainha do Deserto",['Soundtack'],9.0,0.0,/priscilla-a-rainha-do-deserto/
2123,Singin' In The Rain,"['Soundtack', ' Pop']",10.0,0.0,/singin-in-the-rain/
2124,Wicked (Musical),['Soundtack'],23.0,0.0,/wicked-musical/
2125,Shake It Up/No Ritmo,"['Soundtack', ' Dance', ' Pop']",67.0,0.0,/shake-it-up/
2126,Footloose,"['Soundtack', ' Country', ' Pop/Rock']",2.0,0.0,/footloose/
2127,Skins (Tv Show),['Soundtack'],40.0,0.0,/skins/
2128,Sete Pecados (novela),"['Soundtack', ' Dance', ' Funk']",25.0,0.0,/sete-pecados/
2129,Dança Comigo (filme),"['Soundtack', ' Dance', 'Romantic']",13.0,0.0,/step-up-danca-comigo/
2130,O Brother Where Art Thou?,"['Soundtack', ' Country']",3.0,0.0,/where-art-thou/
2131,Peter Punk (Rock Bones),"['Soundtack', ' Pop/Rock', ' Pop/Punk']",29.0,0.0,/rockbones/
2132,Lalola (novela),"['Soundtack', ' Pop', ' Rock']",7.0,0.0,/novela-lalola/
2133,Buffy,"['Soundtack', ' Funk']",21.0,0.0,/buffy/
2134,Amigas e Rivais (Novela),"['Soundtack', ' Pop', ' Dance']",13.0,0.0,/novela-amigas-e-rivais/
2135,Sweeney Todd (trilha sonora),"['Soundtack', ' Hard Rock', 'Alternative Rock']",21.0,0.0,/sweeney-todd/
2136,"Boa Sorte, Charlie!","['Soundtack', ' Dance', ""Children's music""]",7.0,0.0,/boa-sorte-charliei/
2137,Quem Quer Ser Um Milionário? (filme),"['Soundtack', ' Dance', ' Electronica']",6.0,0.0,/quem-quer-ser-um-milionario-filme/
2138,Divergente,['Soundtack'],14.0,0.0,/divergente/
2139,The Book Of Mormon,['Soundtack'],14.0,0.0,/the-book-of-mormon/
2140,Smash (Série),"['Soundtack', 'Romantic', ' Pop']",78.0,0.0,/smash-serie/
2141,Caminhos da Floresta,['Soundtack'],8.0,0.0,/caminhos-da-floresta/
2142,Amor e Intrigas (novela),"['Soundtack', 'Romantic', ' Hip Hop']",20.0,0.0,/amor-e-intrigas/
2143,Quando Toca O Sino (trilha sonora),"['Soundtack', ' Pop', 'Romantic']",29.0,0.0,/quando-toca-o-sino/
2144,Newsies (Musical),"['Soundtack', ' Rock']",19.0,0.0,/newsies-musical/
2145,The L Word,"['Soundtack', ' House', ' R&B']",2.0,0.0,/the-l-word/
2146,True Blood,"['Soundtack', ' Country']",22.0,0.0,/true-blood/
2147,Ellen,['Soundtack'],1.0,0.0,/ellen/
2148,Sharpay's Fabulous Adventure,"['Soundtack', ' Pop', 'Romantic']",14.0,0.0,/sharpays-fabulous-adventure/
2149,Bones (Série),['Soundtack'],4.0,0.0,/bones-serie/
2150,Oklahoma! (Musical),['Soundtack'],9.0,0.0,/oklahoma/
2151,Uma Banda Lá em Casa,"['Soundtack', ' Pop', ' Pop/Rock']",1.0,0.0,/uma-banda-la-em-casa/
2152,Morcheeba,['Trip-Hop'],123.0,0.0,/morcheeba/
2153,Tricky,['Trip-Hop'],105.0,0.0,/tricky/
2154,Smoke City,"['Trip-Hop', ' Blues', ' Hip Hop']",19.0,0.0,/smoke-city/
2155,Olive,['Trip-Hop'],27.0,0.0,/olive/
2156,Lamb,"['Trip-Hop', ' Soft Rock', 'Technopop']",49.0,0.0,/lamb/
2157,Télépopmusik,"['Trip-Hop', ' Chillout', ' Electronica']",24.0,0.0,/telepopmusik/
2158,Kygo,['Tropical House'],67.0,3.6,/kygo/
2159,Lost Frequencies,['Tropical House'],46.0,1.4,/lost-frequencies/
2160,Felix Jaehn,['Tropical House'],32.0,0.0,/felix-jaehn/
2161,Matoma,['Tropical House'],35.0,0.1,/matoma/
2162,Khaled,"[' Indie', ' Dance']",21.0,1.0,/khaled/
2163,Youssou N'dour,"[' Indie', ' New Age']",16.0,0.0,/youssou-ndour/
2164,Ofra Haza,['Gospel'],58.0,0.0,/ofra-haza/
2165,Miriam Makeba,"[' Black Music', ' Blues']",17.0,0.0,/miriam-makeba/
2166,Johnny Clegg,['Gospel'],34.0,0.0,/clegg-johnny/
